1000	2000000
930886	289383
636915	1692777
238335	1747793
1760492	1885386
1641421	516649
490027	1202362
520059	1368690
1513926	897763
383426	1180540
1455736	89172
1595368	1005211
956429	702567
1021530	465782
1665123	722862
703135	1174067
1979802	1513929
1723058	1634022
1898167	1133069
1018456	1961393
478042	175011
1377373	1176229
544919	1484421
898537	413784
1594324	575198
664370	1798315
803526	1566413
268980	776091
1241873	1759956
999170	1806862
1497281	906996
420925	1702305
1336327	1477084
1126505	660336
621729	1750846
1925857	661313
353895	1616124
1100545	1819582
233367	898814
1990364	515434
313750	344043
426808	1171087
1947178	1117276
1393584	695788
502651	1705403
612399	392754
95060	1999932
1993368	1549676
210012	1947739
1698586	1636226
297539	1348094
1480570	140795
1960378	651434
66601	1097467
1612902	710097
1570492	573317
260756	1926652
1560280	1997301
1209441	724286
429689	953865
1346619	228444
744729	1558440
1108117	1958031
1905771	738097
890675	1834481
1698927	120709
777856	1704567
872353	1179497
276965	1254586
1964683	1455306
28624	406219
332871	51528
48829	805732
1530019	409503
1363368	1258270
1486715	1959708
1518149	1226340
1700723	747796
2245	1142618
1493451	122846
243555	892921
597488	1192379
888228	1537764
792350	1469841
1441500	1165193
87764	757034
1324914	1470124
275856	936987
1346491	1373743
1148365	322227
281936	709859
452551	1151432
1899228	316437
1975407	153275
276121	1901474
794395	1468858
661237	1036029
573793	1908235
1894428	65818
1231011	1366143
639529	1335928
1322404	1318776
255763	1964443
1854538	114613
436840	118606
1344818	1002904
670688	1235128
67917	1797369
466996	569917
987743	43324
1512183	1259470
295499	298490
206725	689772
755590	1385644
1268139	617505
469786	502954
338082	1907669
388464	308542
939507	1110197
1228804	759355
278611	1376348
1127828	573622
887343	949299
35568	1195746
1755422	1354340
613810	1023311
1321801	1267605
473730	1425661
811305	44878
1178736	1229320
248626	79444
503465	1648522
473416	586708
213258	1408282
167637	1412924
1305624	1442062
532036	962600
1911899	433452
145550	1419379
1290071	1947468
1487131	1900973
1684930	1903881
1845894	808933
1370163	158660
1387981	657199
1252996	548899
713773	152959
739668	272813
1681095	1187190
1116466	952926
911340	365084
1327684	422090
855542	1443376
1379107	1755936
219756	1517445
1418418	669179
1089412	1706887
1032172	1103348
1262009	1451659
625210	402336
1467587	1166342
1319301	1878206
667372	697713
401255	575321
44599	864819
1229904	1517721
1939811	955939
915667	1073940
1346228	1311705
829150	811127
1996658	1565984
1789224	763920
1867269	1602422
1054081	821396
1740084	1645630
811972	1679292
73850	1207672
1905385	647625
1739299	741222
1606042	306640
340713	1783898
1256190	1352298
942590	280524
108581	688209
1499336	288819
371155	937732
218004	1495994
1614769	160379
981776	85273
247255	668850
348142	721860
445884	1575579
223205	421993
1679567	867621
1690613	1962504
262754	1801961
1154259	31326
828202	1518944
723506	613202
902021	936784
390868	222842
235189	1789528
1949908	608872
1210498	1849958
518808	1448036
686248	1457753
1033333	1383303
321648	1132133
1999754	1772890
251746	517567
319529	1690368
238046	514500
549797	1473788
86990	1066249
3033	1273303
12497	1505363
1294892	910253
1519125	247686
613996	1761152
1209188	1245975
703729	1649157
1032460	1895436
1543921	253414
26304	1870460
388027	60028
266748	278050
1308902	707556
697697	504794
1571043	1858699
1132002	1301039
806403	90428
1000681	1144500
1908538	617647
895151	1036159
282134	522535
171692	104339
516127	1502215
1755629	1720504
1590964	60049
636429	298285
576335	495343
1202900	903177
1407971	1885238
260289	416949
1717988	1495367
1585795	1392292
1053144	1040743
1658390	1102829
655340	961682
569	553541
1174232	1453826
956042	172261
409117	1690360
266761	1228023
1526309	81
495425	903190
1806367	618996
504234	214677
631626	1730690
1226057	764524
673168	349614
1390358	1328205
947386	1726312
1204346	1565100
634994	1602726
1056552	1204916
1893529	325578
532290	528946
1756970	302647
819080	799051
218593	1799631
418627	1830857
561886	541312
788355	1439214
720090	1193512
59479	14412
1858969	1909610
152274	1966189
47641	806355
925433	1356620
1077888	1198987
1524566	498338
1027284	1487770
1790417	56856
1372260	1300606
1100237	1125849
1473059	107205
648518	35217
1990783	34945
1228458	1436873
1967637	710873
620483	1804289
1770478	1826607
1149314	772757
645729	334471
1533459	591100
1089438	1723618
1211388	1058025
1631233	633074
1933681	1518157
1160358	1003493
1110699	1550270
101839	633417
668363	275569
228794	92622
1319847	413173
217462	196431
539390	456682
1745791	504292
1355115	205057
796157	391521
631491	888574
462951	401947
1035021	359231
393740	610537
1614030	1485054
1035325	1554098
187516	1241081
33002	1653516
1746139	1372231
1785404	261796
974580	1582338
39021	519218
1539862	1513970
235379	1784812
692685	894977
299904	1031536
1433483	1324176
199759	1279207
1889744	984857
469911	593499
663950	20127
1777560	1505236
1675105	1367818
740049	1810563
588711	1421244
1519934	1041805
77375	1563291
1593614	1558955
1343768	133589
1544918	1828993
1376882	552805
1876982	1844822
1124030	1326717
311574	593093
1186593	1530126
1550253	781486
803074	1850543
1734713	1327814
1138377	478179
415775	474762
32919	1727088
1806732	1935710
11017	110294
760235	1400346
1745691	1871137
423943	305153
666328	1122573
449291	300925
894018	306710
1836836	1277217
575055	596963
963858	1387090
714904	1378130
372661	698571
1689685	369633
613073	1304789
1756851	1722604
349250	419805
336503	1767868
1639006	1109485
1414639	82195
1721120	62949
880226	80967
387677	686763
1963981	290596
887560	740865
127955	539036
433518	367770
1066342	1359211
245196	1322532
627321	1272379
994984	858270
1794427	384172
152040	1344234
970072	647283
1245830	307398
370347	901063
982030	966950
1653714	1250573
57522	1886059
626924	134047
1189435	945082
1829204	1271232
630443	1622954
945486	1411898
684278	875640
250262	89159
989683	1679262
1539848	561041
1208324	1141723
1449122	1026272
1927335	454154
1937457	335821
102747	909365
1311776	1591171
1725218	160269
1621703	1938701
1209933	914653
1053959	1450907
862806	356728
1748720	515797
1121308	1547084
1742698	515334
1076376	110991
1252715	1798898
825171	801052
1771559	1218189
1554010	752506
178224	1709016
1816539	173109
333378	1490000
1945053	58109
1489114	1955081
1405989	1671338
28067	1059426
1575223	785147
332231	1776787
292122	696532
1323875	591281
390179	1884850
1202254	576590
311131	1215350
1967857	973813
1199181	381494
554603	146081
152433	1015720
1590181	887982
1359415	97487
1768825	1079296
138722	765404
1550551	1796892
90032	230297
1443181	399134
990415	898506
1299708	767057
1859999	1380595
1112297	501962
1475776	687483
1068977	1080154
1742587	1191309
723382	139932
1544266	1895021
508860	313563
1909211	903682
1669086	277685
590930	564285
794583	1735990
651476	1197314
95820	754116
37525	1641892
1538839	1395528
1897490	1897525
1101360	651136
247643	1889618
1080928	170337
826621	506582
917955	1804310
634225	370888
1274570	1426815
220853	543437
1107722	1460008
1712350	811783
9097	418657
1689126	363827
522071	621269
533149	1726651
140528	60910
1228398	430639
836610	1241888
1928577	1992393
498976	433890
754552	755199
1126087	1416931
1360099	1388777
448566	400657
377017	1580952
392735	72641
491298	89368
453195	918184
55805	696776
423428	975266
1552528	588954
1019593	1080308
322197	1297278
1289672	372555
806445	250774
1522325	305000
238283	1560997
1466127	648412
1565421	1598382
1179334	1914693
1987334	1942439
548159	88421
1522957	994985
1691761	1001354
492972	1578762
167716	631541
1711850	561852
375482	1703662
76217	550399
801173	1665154
486506	1399015
1476364	839851
1488263	724790
323172	942491
1373537	1570037
28828	18859
107280	1360871
355856	576987
1578341	146590
1725352	563970
1195511	587665
1149517	1893069
113083	907361
1974112	41351
1706506	189300
104667	1291638
131489	709364
1434154	1581032
1039875	136104
1706141	273679
292538	413412
290636	1734969
311956	916170
1062760	1162844
1726814	406649
994314	1304465
1713886	922326
346039	660183
701535	1826969
532621	320152
1611790	924393
150109	637289
734673	259631
395735	1584264
374295	1774548
704313	101877
353198	666833
99355	994949
157793	665155
1588156	1678468
982933	400960
1323286	1098823
275358	1213171
1040140	185677
1022181	1493245
933990	1572761
210050	1150323
1409954	1084100
668364	1461075
1235624	322042
423919	1042659
225844	456289
1451238	1293469
474976	841551
520019	125383
526343	63133
1161956	19304
1232475	365981
1068011	1953666
1446912	788967
361729	90192
1756868	380902
1465002	1088131
549207	1683174
5216	649718
1692377	301183
757472	945487
238957	434573
1276125	725062
1366797	713933
1293418	312496
848153	1893141
775474	971726
925393	596980
1385948	1843485
450030	372305
1269559	264029
1352160	206898
406424	734562
1384280	417719
718902	411641
1873480	1593010
27583	1992726
1234140	628789
1342723	1303708
132557	600938
1010431	1152493
124220	980710
1577690	1785905
1629391	1049613
1938270	963638
1227667	79421
802671	1207829
458743	1096180
1513899	1209095
137088	1843024
1952386	749154
1258232	10569
1155710	1979969
1800030	492373
1609663	498433
167279	1932587
1429649	620094
922351	291499
1857464	1007339
487330	551742
1147515	312086
1519915	231349
1843881	1950186
1675634	495011
854387	1874133
623287	1812722
339643	806773
786742	1881519
890244	1495354
510139	1103124
1552063	1016259
1636353	677418
1485269	981712
505404	558705
1626799	1342733
1654819	992734
1740435	774315
1240853	1691087
702450	100669
1974802	916487
1245562	1556837
363610	598089
995960	1585205
1596911	1666704
769829	402557
1418816	623403
1300821	321892
1303605	1571522
646579	1302443
1161528	325361
1834447	273378
1564045	1332700
1023787	1574882
1675551	804899
1721386	242589
1799426	1650353
764794	966948
1068506	163036
346092	277107
679664	665417
1288820	1115921
1954166	98480
186354	1105994
408437	1774123
99484	832933
1106312	86317
1419017	1933931
25165	1186709
1991608	959156
1201745	217069
1867422	1712995
1196295	1001171
1680559	1148569
1425676	264801
1446571	26652
1658925	105340
720172	1251743
874089	1613091
1903566	906527
255812	1798878
1885196	3050
453333	1362124
1065186	1304213
263370	478499
695568	1056794
1286141	1465115
982639	1079342
744263	482437
1263590	663198
1206202	169939
791631	1226513
478257	865128
994571	1511804
934683	1352346
1151225	898138
1417540	1190495
1068972	1036421
340634	387226
865725	134158
1190952	1120356
585472	77645
1673339	993446
1475883	1568111
747661	417603
587542	1255825
482339	470216
1335344	1379174
1407330	960596
829294	846267
260757	342013
48860	1980519
1533292	194650
581876	1117832
1251990	390279
1510635	1963953
41598	959295
1952741	96107
180570	1714937
132540	1944976
1200801	1444584
1914800	720083
615609	199492
1676440	1766496
612763	22939
881304	505735
1002606	1389873
1584523	930164
564349	1052251
1442530	682751
646704	1816339
1291986	953165
1565625	688302
919591	1761079
222407	262547
1707131	1568484
804919	1939561
139053	1621931
1388427	1420528
1959819	1815494
837581	517543
423768	841123
287639	1840187
892438	524643
1207394	851988
1184680	851320
1804486	1854098
1058752	993018
754098	1886463
149010	494695
63179	976505
916066	1856142
1994425	868098
804978	1571472
1386966	1382853
416748	764797
122272	224547
581086	840516
1365159	409912
1261900	1989877
841197	572553
943003	962932
1955951	1162035
1048498	518107
1529154	710049
202906	1713861
1570003	1592334
976784	1635325
1206797	1564428
1463633	1781763
546560	1110115
1851014	1880381
720897	1185185
1595097	432100
938329	602408
1691313	1373349
852634	295879
1457914	634316
1668775	808585
34986	1022765
736626	1197930
1306616	237892
389569	306629
387409	799752
581515	1596366
1222833	367395
247776	1644428
829613	1073847
22300	1485026
603786	941062
830763	960629
1256508	295100
929416	1683397
491982	1230775
253540	1114544
828826	1043320
1797565	1506518
329499	651794
1451546	187134
299853	716908
1084303	33062
193842	1522686
596534	1848432
1849810	1539807
480869	618834
95815	453596
748696	1827984
1511382	1352324
1099451	194465
1825361	519716
1563037	1869343
1375861	654187
1305981	1360602
64088	1705360
938620	1273879
1823293	363941
1886628	22924
387708	17135
1556942	483162
1101996	753870
1207466	554163
898500	1197811
1066487	472515
1183332	926234
1445950	682290
551633	1008693
1662880	1525339
1402293	1927494
1632854	1485213
1275444	1466382
1830323	571475
1110751	1098738
1115873	1716951
716465	14811
768681	1189168
259683	334813
48977	492499
965014	1674535
600769	1115464
314107	148346
1673391	563072
88411	865740
1309587	1852623
1337836	7057
1473439	1458793
546620	613281
228371	1820114
53418	1657371
188534	1860596
1049764	769883
1104697	1473567
1966067	1825800
1500335	1153674
785490	1447433
112132	617457
1180529	1615949
481690	1785523
1638147	1785292
1792349	307629
1766422	1492335
621968	1782140
1602255	313043
486766	850339
710936	172025
1458260	1191653
665220	277052
619204	562957
232983	631287
78721	119540
736997	1534826
1667127	707205
492728	433878
219170	665169
972798	647227
139563	11520
1793660	739221
1568616	1277883
128223	1912267
84292	55382
1247035	1355511
1632563	1542553
621862	428608
1059895	251768
887660	1371198
1422376	1654968
362173	141009
574887	1089503
1754673	1371254
18481	794057
1321929	1243823
1983044	674396
1952280	1631942
1544209	68012
639747	596855
1952366	144854
203759	403134
831742	101281
869401	1341973
713171	1891638
62958	273413
414422	651899
257755	941484
829090	1505661
816071	528780
1772603	1363923
38320	138000
1769942	272000
340012	506952
1103807	1830504
1975358	979759
1382894	1572525
190158	179117
1521090	214636
622626	1059560
1332973	750614
1918865	1201937
143421	263748
1769409	176620
705400	1488863
852786	1101832
1239833	478004
1266356	1407458
1914410	1526127
1356631	1606368
586128	1534569
1623446	1848341
27458	485374
700010	1813605
873165	64901
1331867	1838989
1040926	722490
986238	1250732
1943705	1700699
1189562	1272000
373832	1165457
1643461	42348
1449807	130017
172497	1426169
1032538	1880569
1415139	1529128
1377470	135018
620392	1038585
1368542	1921280
502533	1836754
1675743	241707
1480550	1834400
1601485	1233021
933720	466788
255140	1545190
710647	639634
681983	1145325
1791694	870461
296630	648142
1045063	1964191
1493320	1845520
1980538	976554
531492	1387142
1308422	600930
437685	1900034
658094	327308
161708	629780
1862802	138644
1121784	279545
341087	796522
1436157	1376925
1038602	1051735
438548	634492
1798986	830296
1310840	1251530
1097051	844049
336956	1320512
707654	1077589
194872	868448
768482	532428
1376088	632557
1262337	1426576
1565220	1537797
333694	1125139
438014	687005
580282	674782
242869	390523
1025015	135236
1481884	681417
449299	1340353
700754	792724
113236	1546350
1140292	1037710
1906158	1337242
386023	1335164
1967721	674641
617569	1762111
1816260	1746410
1387902	182790
1386147	149955
1341089	1825916
216439	482781
618017	1583958
265375	1757806
1614511	99901
1408978	714674
777377	315265
1352976	38566
1892161	1917669
1252833	1259134
